payment_id,customer_id,amount_inr,payment_method,failure_type,hour_of_day,minutes_since_failure,retry_count,previous_payments,previous_successes,previous_success_rate,recovered
PAY_08282,CUST_2190,649.92,card,network_timeout,20,158,2,11,9,0.818,1
PAY_08283,CUST_1994,5040.64,wallet,insufficient_funds,4,1102,2,7,6,0.857,0
PAY_08284,CUST_0136,660.63,card,network_timeout,16,64,1,13,11,0.846,0
PAY_08285,CUST_1254,2340.88,netbanking,card_declined,1,1359,0,11,9,0.818,1
PAY_08286,CUST_1087,855.9,upi,card_declined,23,1824,0,3,3,1.0,0
PAY_08287,CUST_1760,607.65,card,insufficient_funds,7,1684,1,14,8,0.571,1
PAY_08288,CUST_0552,3886.5,netbanking,checkout_abandoned,18,1233,2,0,0,0.75,0
PAY_08289,CUST_0787,1462.23,card,insufficient_funds,19,1450,2,1,1,1.0,0
PAY_08290,CUST_0893,7158.67,netbanking,card_declined,18,1669,2,9,6,0.667,0
PAY_08291,CUST_2061,797.27,upi,checkout_abandoned,6,1667,2,9,9,1.0,0
PAY_08292,CUST_0653,516.89,card,checkout_abandoned,0,1379,0,10,10,1.0,0
PAY_08293,CUST_0707,1226.36,wallet,network_timeout,23,2121,2,9,3,0.333,0
PAY_08294,CUST_1953,18177.67,card,card_declined,10,300,1,3,3,1.0,0
PAY_08295,CUST_0461,3507.55,wallet,checkout_abandoned,16,1039,0,2,0,0.0,1
PAY_08296,CUST_0631,2803.59,wallet,insufficient_funds,7,1313,0,14,10,0.714,0
PAY_08297,CUST_1029,2878.7,card,checkout_abandoned,23,1813,0,5,2,0.4,1
PAY_08298,CUST_2252,1221.3,card,insufficient_funds,18,242,0,2,2,1.0,1
PAY_08299,CUST_0871,15978.86,netbanking,card_declined,15,656,0,1,0,0.0,0
PAY_08300,CUST_1767,2596.74,card,insufficient_funds,15,114,1,12,9,0.75,0
PAY_08301,CUST_0724,2409.07,upi,checkout_abandoned,1,649,1,12,6,0.5,1
PAY_08302,CUST_0732,3957.76,card,insufficient_funds,12,735,0,13,7,0.538,1
PAY_08303,CUST_2420,649.98,card,card_declined,6,703,2,12,5,0.417,0
PAY_08304,CUST_0164,890.75,upi,network_timeout,8,216,2,2,1,0.5,0
PAY_08305,CUST_0345,1479.01,upi,checkout_abandoned,13,1270,1,0,0,0.75,1
PAY_08306,CUST_0431,3978.28,upi,card_declined,2,1524,0,7,3,0.429,0
PAY_08307,CUST_0404,637.21,upi,checkout_abandoned,18,438,0,7,5,0.714,1
PAY_08308,CUST_1302,1705.58,card,checkout_abandoned,7,1308,1,0,0,0.75,0
PAY_08309,CUST_0408,1523.04,card,insufficient_funds,11,807,1,13,11,0.846,0
PAY_08310,CUST_2065,510.83,card,checkout_abandoned,14,1474,1,9,5,0.556,0
PAY_08311,CUST_1663,1197.99,card,checkout_abandoned,2,1000,2,10,8,0.8,1
PAY_08312,CUST_0960,2777.6,card,insufficient_funds,7,1960,2,8,6,0.75,1
PAY_08313,CUST_1072,549.45,upi,card_declined,5,1605,1,14,10,0.714,0
PAY_08314,CUST_1002,5566.99,card,insufficient_funds,2,785,0,11,10,0.909,0
PAY_08315,CUST_1229,2617.51,card,card_declined,16,1055,2,8,3,0.375,0
PAY_08316,CUST_2288,2374.04,upi,network_timeout,0,1207,0,7,7,1.0,1
PAY_08317,CUST_0669,1811.83,card,checkout_abandoned,3,261,1,12,10,0.833,1
PAY_08318,CUST_1067,751.21,wallet,checkout_abandoned,21,808,2,5,3,0.6,0
PAY_08319,CUST_0860,1070.4,card,insufficient_funds,15,594,2,12,12,1.0,0
PAY_08320,CUST_0426,2404.33,card,insufficient_funds,5,303,2,2,1,0.5,0
PAY_08321,CUST_1514,1068.72,netbanking,card_declined,18,536,0,0,0,0.75,0
PAY_08322,CUST_0457,2093.39,upi,network_timeout,22,1817,1,0,0,0.75,0
PAY_08323,CUST_1800,876.94,netbanking,card_declined,9,1744,1,5,5,1.0,0
PAY_08324,CUST_2126,2582.95,card,checkout_abandoned,0,1236,1,7,1,0.143,0
PAY_08325,CUST_1598,2741.9,card,checkout_abandoned,12,1339,2,13,12,0.923,0
PAY_08326,CUST_1200,489.5,upi,card_declined,10,1346,2,13,7,0.538,1
PAY_08327,CUST_1783,1899.58,card,checkout_abandoned,5,1510,1,0,0,0.75,0
PAY_08328,CUST_1960,532.83,upi,network_timeout,11,558,0,11,10,0.909,1
PAY_08329,CUST_1248,406.14,card,checkout_abandoned,8,1219,2,3,3,1.0,0
PAY_08330,CUST_1432,1119.27,card,network_timeout,9,1788,0,5,3,0.6,1
PAY_08331,CUST_0798,16866.35,card,card_declined,6,77,1,12,3,0.25,1
PAY_08332,CUST_0525,3347.11,netbanking,network_timeout,2,1100,2,14,9,0.643,0
PAY_08333,CUST_0148,5482.0,card,card_declined,8,230,2,11,6,0.545,0
PAY_08334,CUST_0623,2928.59,wallet,network_timeout,21,150,2,2,2,1.0,0
PAY_08335,CUST_0849,2121.54,card,card_declined,21,1339,2,0,0,0.75,0
PAY_08336,CUST_0343,3684.37,upi,checkout_abandoned,22,693,0,14,7,0.5,0
PAY_08337,CUST_2183,1079.1,card,checkout_abandoned,6,1094,0,3,3,1.0,1
PAY_08338,CUST_0253,2622.68,upi,card_declined,18,981,2,3,2,0.667,0
PAY_08339,CUST_0831,4615.71,netbanking,insufficient_funds,0,1206,1,7,6,0.857,0
PAY_08340,CUST_1529,3149.75,upi,checkout_abandoned,2,722,0,2,0,0.0,0
PAY_08341,CUST_0390,4864.73,card,card_declined,19,1119,1,9,6,0.667,0
PAY_08342,CUST_1977,2083.12,upi,network_timeout,6,248,2,12,6,0.5,1
PAY_08343,CUST_1692,6968.86,card,checkout_abandoned,20,533,1,5,4,0.8,1
PAY_08344,CUST_1713,1523.79,upi,insufficient_funds,7,701,1,7,2,0.286,0
PAY_08345,CUST_1926,9795.67,upi,checkout_abandoned,15,1152,1,13,10,0.769,0
PAY_08346,CUST_2259,2848.16,card,network_timeout,22,7,1,13,11,0.846,1
PAY_08347,CUST_1313,1323.96,upi,network_timeout,13,1923,2,1,1,1.0,0
PAY_08348,CUST_2267,700.81,upi,card_declined,19,457,2,11,4,0.364,0
PAY_08349,CUST_2349,943.08,card,card_declined,23,1804,1,0,0,0.75,0
PAY_08350,CUST_2365,835.52,card,card_declined,10,1380,2,2,2,1.0,0
PAY_08351,CUST_2188,1676.67,card,checkout_abandoned,11,667,2,9,8,0.889,1
PAY_08352,CUST_1924,649.61,netbanking,checkout_abandoned,12,1166,0,1,1,1.0,1
PAY_08353,CUST_2451,5063.17,upi,checkout_abandoned,16,600,2,2,2,1.0,0
PAY_08354,CUST_1196,1966.72,card,card_declined,19,811,2,6,5,0.833,0
PAY_08355,CUST_0481,1903.9,card,network_timeout,5,1754,2,6,4,0.667,0
PAY_08356,CUST_0870,708.56,card,checkout_abandoned,1,2073,2,8,5,0.625,0
PAY_08357,CUST_0656,972.93,card,checkout_abandoned,10,1017,2,13,9,0.692,0
PAY_08358,CUST_0198,304.68,card,card_declined,9,100,1,6,3,0.5,0
PAY_08359,CUST_1288,6566.83,card,checkout_abandoned,13,949,0,4,4,1.0,1
PAY_08360,CUST_2340,579.04,card,card_declined,1,1383,0,3,3,1.0,0
PAY_08361,CUST_2221,615.24,upi,card_declined,3,1092,0,13,10,0.769,1
PAY_08362,CUST_0714,5575.18,upi,checkout_abandoned,21,1342,0,3,3,1.0,1
PAY_08363,CUST_0998,2454.29,card,network_timeout,13,319,1,0,0,0.75,0
PAY_08364,CUST_0385,1982.53,upi,insufficient_funds,10,1125,2,7,4,0.571,0
PAY_08365,CUST_1090,2363.16,card,network_timeout,14,893,2,10,10,1.0,0
PAY_08366,CUST_0213,3860.93,card,checkout_abandoned,4,570,1,0,0,0.75,0
PAY_08367,CUST_0259,1949.72,wallet,card_declined,7,2073,1,9,9,1.0,0
PAY_08368,CUST_0612,523.59,upi,checkout_abandoned,23,1089,1,6,3,0.5,0
PAY_08369,CUST_1799,3236.0,card,insufficient_funds,5,758,1,11,8,0.727,0
PAY_08370,CUST_2136,2523.54,card,card_declined,21,1016,1,0,0,0.75,1
PAY_08371,CUST_2134,4595.28,upi,insufficient_funds,3,1391,2,13,7,0.538,0
PAY_08372,CUST_2373,662.66,card,network_timeout,12,315,0,13,4,0.308,1
PAY_08373,CUST_0289,1004.32,wallet,card_declined,19,2119,1,10,3,0.3,0
PAY_08374,CUST_0626,2463.19,card,insufficient_funds,22,511,0,9,8,0.889,0
PAY_08375,CUST_1329,845.5,card,network_timeout,4,224,2,10,1,0.1,0
PAY_08376,CUST_2098,274.04,upi,network_timeout,4,945,0,2,2,1.0,1
PAY_08377,CUST_0211,2107.81,upi,checkout_abandoned,9,2086,1,13,7,0.538,1
PAY_08378,CUST_1471,3683.24,upi,checkout_abandoned,18,804,0,11,6,0.545,0
PAY_08379,CUST_0361,1623.59,wallet,insufficient_funds,2,1245,1,11,7,0.636,0
PAY_08380,CUST_0724,2790.71,wallet,insufficient_funds,18,281,2,7,4,0.571,0
PAY_08381,CUST_1764,2485.52,card,network_timeout,12,1072,2,2,2,1.0,1
PAY_08382,CUST_0735,1815.18,card,network_timeout,14,515,0,7,3,0.429,0
PAY_08383,CUST_1865,2006.83,card,card_declined,16,11,1,8,5,0.625,0
PAY_08384,CUST_0998,5296.77,upi,insufficient_funds,9,1278,0,3,1,0.333,1
PAY_08385,CUST_2392,832.26,upi,card_declined,9,1133,2,13,3,0.231,0
PAY_08386,CUST_0358,3340.84,card,insufficient_funds,6,1520,1,5,5,1.0,0
PAY_08387,CUST_0532,699.83,wallet,checkout_abandoned,1,2146,2,14,14,1.0,0
PAY_08388,CUST_1625,953.1,card,network_timeout,15,1623,2,13,11,0.846,0
PAY_08389,CUST_2441,4685.72,netbanking,insufficient_funds,16,1852,1,1,0,0.0,0
PAY_08390,CUST_0085,683.81,netbanking,network_timeout,7,1166,0,2,2,1.0,1
PAY_08391,CUST_1507,1483.66,card,checkout_abandoned,23,2030,0,5,4,0.8,0
PAY_08392,CUST_2227,11903.88,card,insufficient_funds,3,119,0,9,5,0.556,1
PAY_08393,CUST_2098,4088.7,card,insufficient_funds,20,1694,0,1,0,0.0,0
PAY_08394,CUST_1894,998.05,wallet,checkout_abandoned,20,499,2,3,2,0.667,1
PAY_08395,CUST_1256,1144.68,card,card_declined,1,2090,2,12,12,1.0,0
PAY_08396,CUST_0860,1570.97,netbanking,network_timeout,19,1573,1,6,6,1.0,0
PAY_08397,CUST_1565,5141.49,upi,network_timeout,3,428,1,8,7,0.875,1
PAY_08398,CUST_1238,807.73,upi,checkout_abandoned,7,623,1,7,5,0.714,1
PAY_08399,CUST_0799,769.55,wallet,checkout_abandoned,16,148,2,14,4,0.286,0
PAY_08400,CUST_1038,3185.05,card,checkout_abandoned,0,1447,0,1,1,1.0,0
PAY_08401,CUST_0355,469.01,upi,network_timeout,5,444,1,7,6,0.857,0
PAY_08402,CUST_2380,868.42,card,card_declined,5,1399,2,1,0,0.0,0
PAY_08403,CUST_0409,1681.55,card,network_timeout,1,133,0,0,0,0.75,1
PAY_08404,CUST_1227,1751.95,card,checkout_abandoned,13,1114,1,7,6,0.857,0
PAY_08405,CUST_1083,604.16,card,checkout_abandoned,15,475,0,13,12,0.923,1
PAY_08406,CUST_2368,2388.77,upi,checkout_abandoned,16,666,2,6,6,1.0,1
PAY_08407,CUST_1235,2803.3,card,card_declined,17,913,1,10,7,0.7,0
PAY_08408,CUST_1952,1059.5,upi,checkout_abandoned,9,173,2,13,9,0.692,0
PAY_08409,CUST_1404,6796.4,card,checkout_abandoned,9,813,0,0,0,0.75,1
PAY_08410,CUST_1940,2361.91,upi,checkout_abandoned,20,1575,2,10,7,0.7,0
PAY_08411,CUST_0988,805.65,netbanking,checkout_abandoned,0,746,2,13,12,0.923,0
PAY_08412,CUST_1773,6582.48,upi,network_timeout,6,534,0,13,10,0.769,1
PAY_08413,CUST_2257,1184.27,wallet,network_timeout,7,1056,2,11,7,0.636,0
PAY_08414,CUST_1692,2076.92,card,insufficient_funds,22,612,2,13,10,0.769,0
PAY_08415,CUST_1042,1219.4,card,card_declined,4,1929,1,9,6,0.667,0
PAY_08416,CUST_0992,2965.69,upi,checkout_abandoned,15,265,1,0,0,0.75,0
PAY_08417,CUST_1267,1224.54,card,checkout_abandoned,8,1047,2,14,8,0.571,0
PAY_08418,CUST_0255,1285.44,upi,checkout_abandoned,17,1572,0,13,5,0.385,1
PAY_08419,CUST_0432,1583.76,netbanking,insufficient_funds,9,839,1,2,2,1.0,0
PAY_08420,CUST_1259,1204.7,card,card_declined,12,2072,0,14,7,0.5,0
PAY_08421,CUST_0658,4242.86,wallet,insufficient_funds,3,2147,2,9,3,0.333,0
PAY_08422,CUST_1958,658.07,card,checkout_abandoned,23,1041,0,6,6,1.0,1
PAY_08423,CUST_0881,1747.29,upi,checkout_abandoned,2,1534,0,12,10,0.833,1
PAY_08424,CUST_0308,1933.55,card,checkout_abandoned,3,782,2,9,2,0.222,0
PAY_08425,CUST_1130,1629.18,upi,insufficient_funds,10,2062,1,11,10,0.909,0
PAY_08426,CUST_1183,3905.66,card,network_timeout,10,1115,2,5,2,0.4,0
PAY_08427,CUST_0705,540.44,wallet,checkout_abandoned,11,1323,0,5,3,0.6,1
PAY_08428,CUST_0635,2835.22,wallet,card_declined,6,845,2,1,1,1.0,0
PAY_08429,CUST_1428,664.86,upi,checkout_abandoned,5,923,2,13,6,0.462,0
PAY_08430,CUST_1132,1198.13,upi,network_timeout,6,667,2,3,2,0.667,0
PAY_08431,CUST_1808,612.4,upi,card_declined,11,545,0,2,2,1.0,1
PAY_08432,CUST_0509,1380.04,upi,card_declined,19,2098,1,1,1,1.0,0
PAY_08433,CUST_2063,1133.4,upi,checkout_abandoned,3,723,2,5,4,0.8,0
PAY_08434,CUST_1694,6675.23,upi,network_timeout,13,2019,2,7,6,0.857,1
PAY_08435,CUST_0337,2183.39,netbanking,checkout_abandoned,9,10,0,12,9,0.75,1
PAY_08436,CUST_1614,2559.0,upi,checkout_abandoned,2,1351,0,9,5,0.556,0
PAY_08437,CUST_1120,742.14,card,insufficient_funds,9,1758,1,12,8,0.667,0
PAY_08438,CUST_1074,3253.88,wallet,checkout_abandoned,22,43,0,0,0,0.75,1
PAY_08439,CUST_1426,6674.99,card,checkout_abandoned,3,142,2,0,0,0.75,0
PAY_08440,CUST_0629,3610.02,card,card_declined,3,802,1,3,3,1.0,0
PAY_08441,CUST_2316,630.13,wallet,checkout_abandoned,23,683,1,5,1,0.2,0
PAY_08442,CUST_0698,1241.69,card,insufficient_funds,17,430,2,1,1,1.0,1
PAY_08443,CUST_2282,1963.21,card,insufficient_funds,9,1084,0,13,6,0.462,0
PAY_08444,CUST_0494,1134.35,upi,insufficient_funds,16,1260,2,14,13,0.929,0
PAY_08445,CUST_0521,13656.0,netbanking,checkout_abandoned,14,1863,1,7,4,0.571,1
PAY_08446,CUST_2417,1223.81,card,card_declined,19,863,2,12,9,0.75,1
PAY_08447,CUST_1501,1738.64,upi,insufficient_funds,9,1718,1,2,2,1.0,1
PAY_08448,CUST_0575,1113.61,card,checkout_abandoned,15,900,2,0,0,0.75,1
PAY_08449,CUST_1172,2166.54,card,card_declined,4,1636,0,13,8,0.615,0
PAY_08450,CUST_1065,5439.39,card,checkout_abandoned,9,1993,0,12,12,1.0,0
PAY_08451,CUST_1903,1973.23,card,checkout_abandoned,3,884,1,11,7,0.636,0
PAY_08452,CUST_1255,1510.7,wallet,card_declined,4,1952,0,12,10,0.833,0
PAY_08453,CUST_0168,762.36,upi,card_declined,18,1214,0,10,5,0.5,0
PAY_08454,CUST_1678,4734.4,netbanking,checkout_abandoned,12,586,1,12,4,0.333,0
PAY_08455,CUST_2066,1604.53,wallet,card_declined,2,1855,0,14,5,0.357,0
PAY_08456,CUST_1879,1550.27,wallet,card_declined,0,1346,1,13,13,1.0,0
PAY_08457,CUST_0529,277.1,upi,checkout_abandoned,23,1202,1,13,10,0.769,1
PAY_08458,CUST_0964,1625.82,card,checkout_abandoned,12,1870,1,7,5,0.714,0
PAY_08459,CUST_0101,1305.91,netbanking,checkout_abandoned,8,1407,2,12,9,0.75,0
PAY_08460,CUST_1293,417.69,upi,network_timeout,4,2073,0,3,1,0.333,0
PAY_08461,CUST_0789,3972.82,card,checkout_abandoned,5,15,2,4,4,1.0,1
PAY_08462,CUST_2251,1173.03,card,checkout_abandoned,15,1607,1,13,9,0.692,0
PAY_08463,CUST_0609,8200.88,card,checkout_abandoned,1,1051,2,5,4,0.8,1
PAY_08464,CUST_0288,5580.84,upi,checkout_abandoned,9,215,2,12,8,0.667,1
PAY_08465,CUST_1800,1011.93,netbanking,checkout_abandoned,19,758,0,7,4,0.571,0
PAY_08466,CUST_1105,5382.96,upi,network_timeout,18,1469,0,4,4,1.0,1
PAY_08467,CUST_1592,6528.78,card,insufficient_funds,9,138,2,6,2,0.333,0
PAY_08468,CUST_0474,1150.92,card,network_timeout,14,1061,1,8,3,0.375,0
PAY_08469,CUST_2185,787.93,netbanking,network_timeout,16,1460,0,0,0,0.75,1
PAY_08470,CUST_0116,320.94,card,insufficient_funds,11,624,0,8,5,0.625,0
PAY_08471,CUST_0990,2440.35,card,insufficient_funds,16,1885,2,1,0,0.0,0
PAY_08472,CUST_0388,826.24,netbanking,checkout_abandoned,15,1925,1,7,4,0.571,0
PAY_08473,CUST_1791,2499.73,netbanking,insufficient_funds,7,1389,2,4,3,0.75,0
PAY_08474,CUST_0623,1142.83,upi,card_declined,5,1379,2,9,7,0.778,1
PAY_08475,CUST_1162,964.64,upi,insufficient_funds,6,599,0,12,11,0.917,1
PAY_08476,CUST_1410,1148.66,card,card_declined,22,1972,0,1,1,1.0,0
PAY_08477,CUST_0664,636.31,wallet,checkout_abandoned,2,1068,2,1,0,0.0,0
PAY_08478,CUST_1918,1148.23,upi,insufficient_funds,1,146,2,6,3,0.5,0
PAY_08479,CUST_0642,998.5,upi,insufficient_funds,17,754,1,11,8,0.727,0
PAY_08480,CUST_2352,1779.73,card,checkout_abandoned,8,1693,2,4,1,0.25,0
PAY_08481,CUST_1658,1956.57,upi,card_declined,19,1246,1,11,4,0.364,0
PAY_08482,CUST_2396,764.03,card,card_declined,1,1267,0,0,0,0.75,1
PAY_08483,CUST_0168,4342.42,upi,checkout_abandoned,19,1491,2,4,3,0.75,1
PAY_08484,CUST_2197,1584.28,upi,network_timeout,14,651,2,7,7,1.0,1
PAY_08485,CUST_2432,5987.88,netbanking,checkout_abandoned,0,567,2,9,8,0.889,0
PAY_08486,CUST_1288,2182.9,card,checkout_abandoned,9,1893,2,5,3,0.6,0
PAY_08487,CUST_2217,1902.31,netbanking,checkout_abandoned,0,1056,2,13,8,0.615,1
PAY_08488,CUST_1060,1215.32,card,card_declined,1,1722,1,6,5,0.833,0
PAY_08489,CUST_1137,2943.67,upi,checkout_abandoned,1,1362,0,9,6,0.667,0
PAY_08490,CUST_1126,1848.99,card,checkout_abandoned,16,1228,0,1,1,1.0,1
PAY_08491,CUST_1596,3577.12,card,card_declined,11,1089,0,13,6,0.462,1
PAY_08492,CUST_2414,6498.14,netbanking,checkout_abandoned,22,2099,1,7,6,0.857,1
PAY_08493,CUST_0523,1006.32,card,insufficient_funds,16,1250,0,7,6,0.857,1
PAY_08494,CUST_1474,2940.43,wallet,checkout_abandoned,2,1724,0,4,3,0.75,0
PAY_08495,CUST_1239,2874.5,card,network_timeout,21,494,2,9,9,1.0,0
PAY_08496,CUST_1864,2596.79,upi,network_timeout,5,1010,0,0,0,0.75,1
PAY_08497,CUST_1123,1272.81,card,card_declined,7,1160,1,6,3,0.5,0
PAY_08498,CUST_0163,1293.58,upi,checkout_abandoned,6,118,1,11,5,0.455,0
PAY_08499,CUST_2004,1128.26,wallet,network_timeout,9,2159,2,11,5,0.455,0
PAY_08500,CUST_2435,1110.5,upi,card_declined,16,1315,2,9,8,0.889,0
PAY_08501,CUST_2374,919.14,card,card_declined,4,232,2,5,2,0.4,0
PAY_08502,CUST_1302,1655.64,netbanking,checkout_abandoned,9,936,0,7,4,0.571,1
PAY_08503,CUST_0862,981.7,upi,card_declined,20,2132,0,2,2,1.0,1
PAY_08504,CUST_1507,2550.53,card,network_timeout,18,1251,2,9,8,0.889,0
PAY_08505,CUST_2093,1883.91,upi,checkout_abandoned,7,479,2,3,2,0.667,0
PAY_08506,CUST_2020,2060.78,upi,insufficient_funds,11,102,1,4,3,0.75,0
PAY_08507,CUST_1399,1446.28,netbanking,network_timeout,16,876,2,11,9,0.818,1
PAY_08508,CUST_0212,1902.0,card,card_declined,0,1779,2,1,1,1.0,0
PAY_08509,CUST_0624,1476.88,card,checkout_abandoned,18,580,1,4,2,0.5,0
PAY_08510,CUST_0032,3358.25,wallet,checkout_abandoned,4,1739,2,5,3,0.6,0
PAY_08511,CUST_1269,1263.49,upi,insufficient_funds,9,1207,2,14,7,0.5,0
PAY_08512,CUST_2389,2430.77,upi,network_timeout,7,1630,1,11,5,0.455,0
PAY_08513,CUST_1513,632.98,wallet,network_timeout,2,1957,1,5,1,0.2,0
PAY_08514,CUST_0534,3181.8,card,checkout_abandoned,15,1685,1,9,8,0.889,0
PAY_08515,CUST_0097,1150.71,card,insufficient_funds,7,1500,0,3,1,0.333,1
PAY_08516,CUST_0265,867.59,netbanking,network_timeout,16,392,0,11,5,0.455,1
PAY_08517,CUST_0836,723.79,upi,checkout_abandoned,7,1584,0,5,5,1.0,1
PAY_08518,CUST_2340,679.4,wallet,card_declined,15,1106,0,13,11,0.846,1
PAY_08519,CUST_0105,1224.59,upi,network_timeout,23,446,1,13,11,0.846,1
PAY_08520,CUST_0939,5969.65,card,card_declined,1,1636,1,3,3,1.0,0
PAY_08521,CUST_0985,1075.87,card,network_timeout,1,1966,2,6,5,0.833,0
PAY_08522,CUST_2136,307.42,card,insufficient_funds,8,1346,0,13,7,0.538,0
PAY_08523,CUST_1533,2411.28,wallet,checkout_abandoned,18,1890,2,1,0,0.0,0
PAY_08524,CUST_2329,738.14,card,insufficient_funds,15,1118,0,9,3,0.333,1
PAY_08525,CUST_2138,3454.34,upi,card_declined,23,1927,1,7,7,1.0,0
PAY_08526,CUST_0492,1285.21,card,checkout_abandoned,15,767,0,8,8,1.0,1
PAY_08527,CUST_1519,1445.68,card,checkout_abandoned,20,53,0,8,6,0.75,1
PAY_08528,CUST_0174,4690.95,card,checkout_abandoned,13,1431,0,7,4,0.571,0
PAY_08529,CUST_1652,2950.49,upi,checkout_abandoned,4,754,0,5,3,0.6,1
PAY_08530,CUST_0099,664.11,card,insufficient_funds,10,85,1,7,7,1.0,0
PAY_08531,CUST_1592,747.05,wallet,network_timeout,15,1161,0,14,13,0.929,1
PAY_08532,CUST_0691,432.13,wallet,card_declined,0,61,0,1,1,1.0,1
PAY_08533,CUST_1773,14445.22,card,card_declined,9,1110,1,2,0,0.0,0
PAY_08534,CUST_0446,902.69,netbanking,checkout_abandoned,13,942,0,0,0,0.75,0
PAY_08535,CUST_0699,4588.88,card,checkout_abandoned,10,594,2,9,4,0.444,1
PAY_08536,CUST_2254,1175.82,card,card_declined,6,1184,2,4,4,1.0,0
PAY_08537,CUST_1548,758.74,card,card_declined,10,881,0,0,0,0.75,0
PAY_08538,CUST_2322,1831.32,netbanking,checkout_abandoned,8,701,1,3,3,1.0,0
PAY_08539,CUST_1904,1386.05,upi,card_declined,17,177,2,3,3,1.0,1
PAY_08540,CUST_1105,3418.79,card,insufficient_funds,14,1473,2,1,1,1.0,0
PAY_08541,CUST_0931,3453.17,upi,card_declined,22,153,0,11,4,0.364,0
PAY_08542,CUST_0882,1122.63,upi,card_declined,11,2007,2,0,0,0.75,0
PAY_08543,CUST_1183,568.83,upi,insufficient_funds,15,1833,1,13,12,0.923,0
PAY_08544,CUST_1020,690.77,upi,checkout_abandoned,10,277,2,14,12,0.857,0
PAY_08545,CUST_0324,289.91,netbanking,insufficient_funds,17,767,0,13,11,0.846,0
PAY_08546,CUST_2085,1445.16,upi,network_timeout,9,1025,2,3,3,1.0,0
PAY_08547,CUST_0585,1783.09,card,checkout_abandoned,18,1240,2,3,3,1.0,1
PAY_08548,CUST_0362,721.46,netbanking,network_timeout,18,2036,0,14,5,0.357,0
PAY_08549,CUST_0427,654.99,card,checkout_abandoned,5,58,2,9,4,0.444,1
PAY_08550,CUST_0378,1776.99,upi,checkout_abandoned,11,2062,0,8,6,0.75,1
PAY_08551,CUST_1583,1085.7,upi,network_timeout,18,1399,2,12,8,0.667,0
PAY_08552,CUST_0701,1518.08,card,network_timeout,14,1060,2,2,2,1.0,0
PAY_08553,CUST_0041,1341.79,card,checkout_abandoned,15,693,0,6,1,0.167,0
PAY_08554,CUST_1458,2196.29,upi,checkout_abandoned,2,1664,2,2,1,0.5,0
PAY_08555,CUST_1091,1145.18,netbanking,checkout_abandoned,21,86,2,11,3,0.273,0
PAY_08556,CUST_1781,1217.49,netbanking,card_declined,14,415,1,3,3,1.0,1
PAY_08557,CUST_0455,399.46,upi,checkout_abandoned,1,1859,0,1,1,1.0,1
PAY_08558,CUST_2477,1728.96,card,checkout_abandoned,1,1738,1,5,4,0.8,0
PAY_08559,CUST_0330,1932.36,card,insufficient_funds,5,990,2,8,7,0.875,0
PAY_08560,CUST_0103,1561.47,netbanking,checkout_abandoned,18,2107,0,3,3,1.0,1
PAY_08561,CUST_0896,8308.29,card,insufficient_funds,16,855,2,13,5,0.385,0
PAY_08562,CUST_0893,2050.35,upi,card_declined,0,717,0,12,10,0.833,1
PAY_08563,CUST_2275,1588.21,card,checkout_abandoned,7,292,2,13,9,0.692,1
PAY_08564,CUST_0770,2683.45,card,card_declined,17,508,1,5,4,0.8,0
PAY_08565,CUST_1540,9757.9,upi,insufficient_funds,5,525,2,5,4,0.8,0
PAY_08566,CUST_0106,2203.32,upi,insufficient_funds,12,255,0,7,6,0.857,1
PAY_08567,CUST_1479,303.92,upi,checkout_abandoned,18,2098,0,13,7,0.538,0
PAY_08568,CUST_1980,2543.23,card,network_timeout,16,966,1,7,7,1.0,1
PAY_08569,CUST_1808,890.83,netbanking,checkout_abandoned,23,2150,2,5,5,1.0,0
PAY_08570,CUST_1065,386.67,upi,checkout_abandoned,5,705,2,9,9,1.0,1
PAY_08571,CUST_1358,6999.48,netbanking,network_timeout,12,1943,2,1,1,1.0,0
PAY_08572,CUST_1536,5888.16,upi,checkout_abandoned,12,1078,2,14,14,1.0,1
PAY_08573,CUST_1081,872.53,card,checkout_abandoned,10,524,2,10,6,0.6,1
PAY_08574,CUST_1131,877.11,upi,insufficient_funds,20,1119,2,6,4,0.667,0
PAY_08575,CUST_2340,2046.07,upi,checkout_abandoned,8,458,0,1,0,0.0,0
PAY_08576,CUST_0916,886.6,upi,network_timeout,5,1864,0,4,2,0.5,0
PAY_08577,CUST_2301,1615.63,upi,card_declined,0,671,0,8,4,0.5,0
PAY_08578,CUST_0344,1017.39,card,insufficient_funds,0,1906,1,14,10,0.714,0
PAY_08579,CUST_1192,1306.65,wallet,network_timeout,2,1617,0,7,5,0.714,1
PAY_08580,CUST_2228,585.26,card,card_declined,18,946,1,14,7,0.5,0
PAY_08581,CUST_0546,3487.92,card,network_timeout,13,994,1,7,7,1.0,1
PAY_08582,CUST_0299,4715.33,netbanking,insufficient_funds,16,1639,1,11,7,0.636,0
PAY_08583,CUST_1601,1661.34,card,network_timeout,5,69,1,1,1,1.0,1
PAY_08584,CUST_1447,1748.56,wallet,card_declined,3,1206,2,11,11,1.0,0
PAY_08585,CUST_1177,2977.58,card,checkout_abandoned,18,1519,0,3,1,0.333,1
PAY_08586,CUST_2441,1802.74,card,insufficient_funds,8,1568,0,6,3,0.5,0
PAY_08587,CUST_0963,7180.99,card,card_declined,18,1926,1,4,0,0.0,0
